userId,itemId,rating,timestamp
227,2,1,0
228,1,1,0
229,3,1,0
230,3,0,0
231,0,0,0
232,3,0,0
233,0,1,0
234,2,1,0
235,2,1,0
236,3,0,0
237,3,1,0
238,1,0,0
239,1,1,0
240,3,0,0
241,3,0,0
242,2,0,0
243,3,0,0
244,1,0,0
245,2,0,0
246,0,1,0
247,1,0,0
248,1,0,0
249,2,0,0
250,0,0,0
251,1,0,0
252,3,1,0
253,1,0,0
254,2,1,0
255,2,0,0
256,2,1,0
257,1,1,0
258,0,0,0
259,3,0,0
260,2,0,0
261,0,0,0
262,3,0,0
263,2,0,0
264,3,0,0
265,3,0,0
266,0,0,0
267,3,1,0
268,2,1,0
269,0,1,0
270,1,0,0
271,1,0,0
272,0,0,0
273,1,0,0
274,3,1,0
275,2,0,0
276,3,1,0
277,0,0,0
278,2,1,0
279,0,0,0
280,0,0,0
281,0,0,0
282,3,0,0
283,2,0,0
284,2,0,0
285,2,1,0
286,3,1,0
287,1,0,0
288,3,1,0
289,3,1,0
290,0,0,0
291,2,1,0
292,2,0,0
293,1,0,0
294,1,1,0
295,0,0,0
296,2,0,0
297,1,0,0
298,1,0,0
299,2,0,0
300,3,0,0
301,1,1,0
302,2,1,0
303,1,1,0
304,0,0,0
305,1,0,0
306,2,1,0
307,1,1,0
308,0,0,0
309,0,1,0
310,1,1,0
311,1,0,0
312,0,0,0
313,0,1,0
314,3,1,0
315,3,1,0
316,0,1,0
317,1,0,0
318,2,0,0
319,1,1,0
320,1,0,0
321,3,1,0
322,3,0,0
323,3,1,0
324,0,0,0
325,0,0,0
326,1,0,0
327,1,1,0
328,2,0,0
329,1,0,0
330,1,1,0
331,3,0,0
332,3,0,0
333,3,0,0
334,3,0,0
335,3,0,0
336,2,1,0
337,2,0,0
338,2,0,0
339,3,0,0
340,0,1,0
341,3,1,0
342,3,0,0
343,2,0,0
344,3,0,0
345,2,0,0
346,3,0,0
347,1,0,0
348,0,1,0
349,0,0,0
350,2,0,0
351,1,0,0
352,0,1,0
353,2,0,0
354,3,0,0
355,3,0,0
356,1,1,0
357,0,0,0
358,3,0,0
359,2,0,0
360,3,0,0
361,3,0,0
362,0,0,0
363,0,0,0
364,2,1,0
365,1,0,0
366,1,0,0
367,3,1,0
368,2,0,0
369,1,1,0
370,1,0,0
371,3,0,0
372,2,1,0
373,1,1,0
374,0,0,0
375,0,1,0
376,3,1,0
377,3,1,0
378,3,0,0
379,3,0,0
380,1,1,0
381,2,0,0
382,3,1,0
383,3,0,0
384,1,0,0
385,3,0,0
386,3,0,0
387,2,1,0
388,0,0,0
389,3,1,0
390,1,1,0
391,2,1,0
392,1,0,0
393,2,0,0
394,2,0,0
395,3,1,0
396,3,1,0
397,3,1,0
398,0,1,0
399,0,1,0
400,1,1,0
401,3,0,0
402,0,1,0
403,3,0,0
404,0,1,0
405,0,0,0
406,2,1,0
407,3,0,0
408,3,0,0
409,0,0,0
410,3,0,0
411,0,0,0
412,3,1,0
413,2,1,0
414,3,0,0
415,2,0,0
416,1,1,0
417,3,1,0
418,3,0,0
419,3,1,0
420,2,1,0
421,3,1,0
422,3,1,0
423,0,0,0
424,1,1,0
425,2,0,0
426,0,1,0
427,2,0,0
428,0,1,0
429,1,1,0
430,0,1,0
431,2,0,0
432,3,0,0
433,3,0,0
434,1,1,0
435,2,0,0
436,2,0,0
437,2,0,0
438,1,1,0
439,3,1,0
440,0,1,0
441,1,0,0
442,0,1,0
443,3,1,0
444,1,0,0
445,3,1,0
446,0,1,0
447,2,0,0
448,2,0,0
449,0,0,0
450,2,0,0
451,0,0,0
452,1,0,0
453,1,0,0
454,1,0,0
455,2,1,0
456,3,0,0
457,2,1,0
458,2,0,0
459,3,0,0
460,3,1,0
461,3,0,0
462,3,0,0
463,2,0,0
464,0,0,0
465,1,1,0
466,0,1,0
467,2,0,0
468,3,0,0
469,1,1,0
470,1,0,0
471,0,0,0
472,2,1,0
473,2,0,0
474,2,0,0
475,1,1,0
476,0,0,0
477,1,0,0
478,1,0,0
479,3,0,0
480,0,0,0
481,3,0,0
482,2,0,0
483,1,0,0
484,0,1,0
485,2,1,0
486,0,1,0
487,1,0,0
488,0,1,0
489,2,1,0
490,3,1,0
491,1,0,0
492,3,1,0
493,1,1,0
494,2,0,0
495,1,0,0
496,3,1,0
497,1,1,0
498,2,0,0
499,1,0,0
500,3,0,0
501,2,1,0
502,3,0,0
503,1,0,0
504,0,0,0
505,3,1,0
506,1,0,0
507,0,0,0
508,0,0,0
509,2,0,0
510,0,0,0
511,3,1,0
512,3,1,0
513,0,1,0
514,1,1,0
515,3,0,0
516,3,1,0
517,2,1,0
518,1,1,0
519,0,0,0
520,1,0,0
521,2,0,0
522,2,0,0
523,1,1,0
524,2,1,0
525,2,0,0
526,2,0,0
527,1,1,0
528,2,1,0
529,0,1,0
530,0,1,0
531,3,0,0
532,0,0,0
533,3,1,0
534,1,1,0
535,2,0,0
536,0,1,0
537,3,0,0
538,1,1,0
539,3,0,0
540,2,1,0
541,0,1,0
542,1,1,0
543,3,0,0
544,1,1,0
545,3,0,0
546,3,0,0
547,2,0,0
548,2,1,0
549,3,1,0
550,0,0,0
551,1,0,0
552,1,0,0
553,2,0,0
554,0,0,0
555,3,0,0
556,2,0,0
557,3,1,0
558,3,1,0
559,2,0,0
560,0,0,0
561,1,0,0
562,2,0,0
563,0,0,0
564,3,0,0
565,2,0,0
566,1,0,0
567,1,0,0
568,3,0,0
569,2,0,0
570,1,0,0
571,2,0,0
572,1,1,0
573,3,0,0
574,3,1,0
575,2,1,0
576,0,0,0
577,0,0,0
578,3,0,0
579,1,0,0
580,0,1,0
581,3,1,0
582,1,1,0
583,1,0,0
584,0,1,0
585,3,1,0
586,1,0,0
587,1,1,0
588,2,0,0
589,2,1,0
590,0,1,0
591,2,1,0
592,3,1,0
593,0,0,0
594,0,0,0
595,2,1,0
596,1,0,0
597,3,0,0
598,3,1,0
599,3,1,0
600,0,0,0
601,3,1,0
602,1,0,0
603,1,0,0
604,2,0,0
605,3,1,0
606,0,1,0
607,2,0,0
608,1,1,0
609,3,1,0
610,1,1,0
611,2,1,0
612,1,0,0
613,3,1,0
614,3,1,0
615,2,1,0
616,3,1,0
617,1,1,0
618,1,0,0
619,0,0,0
620,0,1,0
621,0,1,0
622,1,1,0
623,1,0,0
624,2,0,0
625,0,0,0
626,1,1,0
627,2,1,0
628,1,0,0
629,2,1,0
630,0,1,0
631,0,0,0
632,0,1,0
633,1,0,0
634,1,1,0
635,2,0,0
636,3,0,0
637,3,1,0
638,0,1,0
639,3,1,0
640,0,0,0
641,2,0,0
642,3,0,0
643,3,0,0
644,0,0,0
645,2,1,0
646,3,1,0
647,3,0,0
648,3,1,0
649,2,1,0
650,2,0,0
651,3,0,0
652,0,1,0
653,0,0,0
654,3,0,0
655,2,0,0
656,3,0,0
657,2,1,0
658,3,0,0
659,2,0,0
660,1,0,0
661,0,1,0
662,1,0,0
663,0,1,0
664,2,0,0
665,1,0,0
666,0,0,0
667,3,0,0
668,2,1,0
669,2,1,0
670,3,0,0
671,3,1,0
672,0,1,0
673,2,1,0
674,0,0,0
675,3,0,0
676,2,1,0
677,3,0,0
678,0,0,0
679,0,1,0
680,0,0,0
681,2,1,0
682,3,0,0
683,3,1,0
684,0,1,0
685,0,0,0
686,0,0,0
687,0,0,0
688,1,1,0
689,1,0,0
690,1,0,0
691,0,1,0
692,0,1,0
693,3,0,0
694,2,1,0
695,3,0,0
696,1,0,0
697,3,0,0
698,0,0,0
699,1,1,0
700,1,0,0
701,2,1,0
702,2,0,0
703,1,1,0
704,1,0,0
705,3,0,0
706,1,1,0
707,0,0,0
708,3,0,0
709,0,1,0
710,0,1,0
711,0,1,0
712,1,1,0
713,2,1,0
714,2,0,0
715,0,0,0
716,1,1,0
717,3,0,0
718,0,0,0
719,3,1,0
720,3,0,0
721,1,0,0
722,1,1,0
723,2,0,0
724,2,0,0
725,1,0,0
726,0,0,0
727,2,0,0
728,3,1,0
729,0,0,0
730,3,0,0
731,1,0,0
732,3,1,0
733,0,0,0
734,1,0,0
735,0,1,0
736,3,1,0
737,0,0,0
738,1,1,0
739,3,1,0
740,3,1,0
741,2,0,0
742,2,0,0
743,0,0,0
744,2,1,0
745,2,0,0
746,2,1,0
747,2,0,0
748,1,0,0
749,1,0,0
750,2,0,0
751,0,0,0
752,1,0,0
753,2,1,0
754,1,0,0
755,3,0,0
756,1,0,0
757,1,0,0
758,0,0,0
759,1,1,0
760,0,0,0
761,3,0,0
762,2,0,0
763,0,1,0
764,1,1,0
765,1,0,0
766,0,0,0
767,3,0,0
768,2,0,0
769,1,1,0
770,3,0,0
771,2,0,0
772,2,1,0
773,1,0,0
774,0,1,0
775,1,0,0
776,1,0,0
777,1,1,0
778,3,1,0
779,0,1,0
780,3,0,0
781,1,1,0
782,0,0,0
783,2,0,0
784,0,1,0
785,1,0,0
786,0,0,0
787,2,0,0
788,2,1,0
789,0,0,0
790,2,1,0
791,3,1,0
792,0,0,0
793,2,0,0
794,2,0,0
795,0,0,0
796,3,0,0
797,0,1,0
798,2,1,0
799,0,0,0
800,2,0,0
801,1,1,0
802,0,0,0
803,0,0,0
804,2,1,0
805,2,0,0
806,2,0,0
807,2,0,0
808,0,1,0
809,2,0,0
810,0,1,0
811,3,1,0
812,0,0,0
813,2,1,0
814,2,0,0
815,3,0,0
816,0,1,0
817,3,0,0
818,0,1,0
819,2,1,0
820,0,1,0
821,2,0,0
822,2,0,0
823,1,0,0
824,1,0,0
825,0,0,0
826,2,0,0
827,3,1,0
828,2,1,0
829,3,0,0
830,0,1,0
831,0,1,0
832,3,1,0
833,3,0,0
834,2,1,0
835,0,1,0
836,2,0,0
837,3,0,0
838,1,0,0
839,1,1,0
840,1,1,0
841,3,1,0
842,2,1,0
843,0,0,0
844,3,1,0
845,1,1,0
846,2,0,0
847,0,1,0
848,0,1,0
849,3,0,0
850,3,1,0
851,0,0,0
852,0,1,0
853,1,0,0
854,0,1,0
855,3,0,0
856,2,0,0
857,1,1,0
858,1,1,0
859,0,0,0
860,2,1,0
861,1,1,0
862,3,0,0
863,0,1,0
864,3,1,0
865,0,0,0
866,1,1,0
867,0,0,0
868,2,0,0
869,3,0,0
870,2,1,0
871,3,0,0
872,3,0,0
873,0,0,0
874,1,0,0
875,1,0,0
876,2,1,0
877,0,1,0
878,1,0,0
879,3,1,0
880,3,1,0
881,0,1,0
882,2,0,0
883,0,0,0
884,2,0,0
885,0,1,0
886,3,1,0
887,0,0,0
888,1,0,0
889,1,1,0
890,0,0,0
891,2,1,0
892,2,1,0
893,3,0,0
894,3,0,0
895,2,0,0
896,0,1,0
897,3,1,0
898,2,0,0
899,2,0,0
900,0,0,0
901,1,0,0
902,2,1,0
903,3,1,0
904,0,0,0
905,0,0,0
906,0,1,0
907,1,0,0
908,1,0,0
909,3,1,0
910,3,1,0
911,0,0,0
912,3,0,0
913,2,0,0
914,1,0,0
915,0,1,0
916,0,0,0
917,2,1,0
918,2,0,0
919,2,0,0
920,2,1,0
921,0,1,0
922,1,1,0
923,1,0,0
924,2,0,0
925,3,0,0
926,0,0,0
927,1,1,0
928,2,0,0
929,3,0,0
930,3,1,0
931,2,0,0
932,0,1,0
933,1,0,0
934,3,1,0
935,1,0,0
936,1,1,0
937,3,0,0
938,2,0,0
939,3,0,0
940,3,0,0
941,0,0,0
942,1,1,0
943,2,1,0
944,1,0,0
945,3,1,0
946,2,0,0
947,2,0,0
948,2,1,0
949,2,0,0
950,0,1,0
951,2,0,0
952,3,1,0
953,0,0,0
954,3,1,0
955,3,0,0
956,1,0,0
957,2,1,0
958,2,0,0
959,3,1,0
960,2,0,0
961,0,1,0
962,1,1,0
963,2,0,0
964,2,1,0
965,0,0,0
966,1,1,0
967,0,1,0
968,3,1,0
969,3,0,0
970,2,1,0
971,1,0,0
972,3,0,0
